name,model,brand,price,elabel,bodytype,length,height,width,weighttotal,emissionsco2,modeldate,fueltype,numberofdoors,numberofforwardgears,seatingcapacity,drivewheelconfiguration,fuelcapacity,fuelconsumption,speed,payload,veenginetype,veenginedisplacement,veenginepower,Buyer,Payment_Method,Price_at_Order,Order_Date
Mazda 323 Sedan 1.3i LX,Mazda 323 Sedan,Mazda,14.337,N.A.,sedan,4335,1420,1695,1010,187 g/km,1997,petrol,4,5,5,front,50,7.4,167,525,ohc,1324,54,Misty Anderson,Credit Card,15.52,11/25/2022
Citroen DS3 e-HDi 90 Business,Citroen DS3,Citroen,20.29,C,hatchback,3948,1458,1715,1060,85 g/km,2013,diesel,3,5,5,front,50,3.5,182,542,ohc,1560,68,Rebecca Bryant,Bank Transfer,22.19,10/29/2022
Nissan Almera 1.5 dCi Acenta S,Nissan Almera,Nissan,21.765,G,sedan,4436,1445,1695,1163,127 g/km,2004,diesel,4,5,5,front,60,4.8,170,572,ohc,1461,60,Bob Jacobson,Bank Transfer,24.22,11/3/2020
Volvo V70 2.4 140hp Edition II,Volvo V70,Volvo,39.06,G,stationwagon,4710,1488,1804,1537,217 g/km,2003,petrol,5,5,5,front,70,9.1,205,563,dohc,2435,103,Christina Cooper,Credit Card,35.35,8/15/2020
Alfa Romeo 159 2.0 JTDm 136 Distinctive,Alfa Romeo 159,Alfa Romeo,35.4,F,sedan,4661,1422,1830,1465,134 g/km,2010,diesel,4,6,5,front,70,5.1,202,575,dohc,1956,100,Matthew Harrison,Credit Card,34.84,6/23/2025
Mercedes E 500 Avantgarde,Mercedes-Benz E-class,Mercedes,97.06,G,sedan,4818,1430,1822,1685,273 g/km,2006,petrol,4,7,5,rear,80,11.5,250,625,dohc,5461,285,Rachel Church,Credit Card,104.46,5/29/2024
Fiat Seicento 900 i.e. SX Citymatic,Fiat Seicento,Fiat,8.166,G,hatchback,3320,1450,1500,705,146 g/km,1998,petrol,3,5,5,front,35,6.1,140,445,ohv,899,29,Thomas Lang,Credit Card,8.84,8/5/2020
Ford Escort 1.8 TD 70hp Ghia,Ford Escort,Ford,15.651,G,sedan,4293,1346,1685,1118,175 g/km,1996,diesel,4,5,5,front,55,6.6,163,507,ohc,1753,51,Alexander Duran,Credit Card,15.19,1/23/2020
Volvo S60 D2 Business Kinetic,Volvo S60,Volvo,35.495,C,sedan,4628,1484,1865,1466,107 g/km,2015,diesel,4,6,5,front,68,4.1,190,644,dohc,1969,88,Maria Vazquez,Credit Card,35.79,5/31/2020
Peugeot 307 XT 2.0 16V,Peugeot 307,Peugeot,25.05,G,hatchback,4202,1510,1730,1213,198 g/km,2001,petrol,5,4,5,front,60,8.3,200,525,dohc,1997,100,Eric Gray,Bank Transfer,22.77,4/4/2023
Renault Megane 2.0 16V Business,Renault Megane,Renault,25.635,G,hatchback,4209,1457,1777,1240,201 g/km,2006,petrol,5,4,5,front,60,8.4,194,565,dohc,1998,99,Matthew Ball,Cash,26.5,3/28/2020
Audi A4 Avant 45 TFSI quattro sport,Audi A4 Avant,Audi,58.3,D,stationwagon,4738,1434,1842,1560,147 g/km,2019,petrol,5,7,5,front+rear,54,6.4,250,615,dohc,1984,0,Colleen Heath,Credit Card,56.65,12/9/2019
Volvo S40 D5,Volvo S40,Volvo,38.285,G,sedan,4468,1452,1770,1422,184 g/km,2006,diesel,4,5,5,front,60,7,225,598,dohc,2401,132,Cesar Flores,Credit Card,45.58,2/27/2025
Lamborghini Murcielago,Lamborghini Murcielago,Lamborghini,326.86,N.A.,coupe,4580,1135,2045,1650,187 g/km,2001,petrol,2,6,2,front+rear,100,21.5,330,802,dohc,6192,426,Julia Taylor,Credit Card,351.41,2/11/2025
Renault Megane 1.5 dCi 105 Tech Line,Renault Megane,Renault,27.265,G,hatchback,4209,1457,1777,1165,124 g/km,2006,diesel,3,6,5,front,60,4.7,185,585,ohc,1461,78,Fred Myers,Cash,26.64,10/16/2023
Peugeot 3008 Blue Lease 1.6 BlueHDi 120,Peugeot 3008,Peugeot,32.36,D,mpv,4365,1639,1837,1400,108 g/km,2014,diesel,5,6,5,front,60,4.1,183,620,dohc,1560,88,Nicole Brown,Bank Transfer,31.66,6/19/2021
Renault 18 GTL,Renault 18,Renault,11.753,-,sedan,4394,1405,1696,918,108 g/km,1984,petrol,4,5,5,front,53,6.8,162,442,ohv,1647,54,Angela Reyes,Credit Card,10.86,9/3/2022
Volvo V50 1.6D DRIVe Start/Stop,Volvo V50,Volvo,31.995,D,stationwagon,4522,1457,1770,1294,104 g/km,2009,diesel,5,5,5,front,52,3.9,190,606,dohc,1560,80,David Dean,Credit Card,37.82,5/14/2021
Renault Grand Scenic dCi 110 Energy R-Cinema 5P,Renault Grand Scenic,Renault,32.69,C,mpv,4573,1645,1845,1447,105 g/km,2014,diesel,5,6,5,front,60,4.1,180,753,dohc,1461,81,Laura Sanders,Bank Transfer,36.8,4/12/2025
Audi A7 Sportback 3.0 TDI 320hp BiT quattro Pro Line,Audi A7 Sportback,Audi,93.99,E,hatchback,4974,1420,1911,1870,162 g/km,2014,diesel,5,8,4,front+rear,65,6.1,250,635,dohc,2967,235,Joshua King,Cash,101.51,8/26/2020
Land Rover Discovery Sport D150 R-Dynamic S,Land Rover Discovery Sport,Land Rover,61.705,F,suv/crossover,4597,1727,1895,1844,140 g/km,2019,diesel,5,6,6,front,65,5.3,194,596,dohc,1999,0,Joseph Jackson,Bank Transfer,69.84,7/22/2019
Peugeot 307 XT Pack 1.6 HDiF 16V 110hp,Peugeot 307,Peugeot,27.31,G,hatchback,4202,1510,1730,1247,129 g/km,2004,diesel,5,5,5,front,60,4.9,188,573,dohc,1560,80,Jose Patrick,Bank Transfer,25.27,1/31/2021
Skoda Rapid Spaceback 1.2 TSI 90hp Greentech Edition,Skoda Rapid Spaceback,Skoda,18.39,B,hatchback,4304,1459,1706,1094,109 g/km,2015,petrol,5,7,5,front,55,4.7,184,551,ohc,1197,66,Patrick Stout,Cash,21.95,5/22/2020
Citroen C5 2.0 HDi 110hp Difference,Citroen C5,Citroen,31.1,G,hatchback,4620,1480,1770,1385,173 g/km,2003,diesel,5,4,5,front,66,6.5,188,525,ohc,1997,80,Jonathan Russo,Cash,30.53,8/2/2021
Renault Modus 1.2 16V 65 Acces,Renault Modus,Renault,13.895,N.A.,mpv,3792,1589,1695,1055,187 g/km,2005,petrol,5,5,5,front,49,5.9,163,515,dohc,1149,48,Deborah Williams,Cash,13.41,12/9/2019
Renault Clio RN 1.9 DTi,Renault Clio,Renault,14.791,G,hatchback,3773,1417,1639,975,139 g/km,2000,diesel,3,5,5,front,50,5.2,174,515,ohc,1870,59,Angela Thomas,Credit Card,13.86,12/5/2024
Toyota iQ 1.0 VVT-i Aspiration Pearl,Toyota iQ,Toyota,17.605,D,hatchback,2985,1500,1680,835,110 g/km,2010,petrol,3,1,4,front,32,4.7,150,375,dohc,998,50,Christopher Ibarra,Bank Transfer,20.13,1/10/2019
Mercedes S 400 d Lang,Mercedes-Benz S-class,Mercedes,124.244,E,sedan,5255,1496,1899,1925,135 g/km,2018,diesel,4,9,5,rear,70,5.9,250,815,dohc,2925,0,Melinda Burton,Bank Transfer,124.38,3/11/2025
BMW 316d Touring Corporate Lease,BMW 3-serie Touring,BMW,41.798,D,stationwagon,4624,1429,1811,1485,109 g/km,2015,diesel,5,8,5,rear,57,4.1,198,620,dohc,1995,85,Denise Gray,Bank Transfer,40.19,2/9/2022
Nissan Primera Estate 1.8 Tekna,Nissan Primera Estate,Nissan,27.275,G,stationwagon,4675,1482,1760,1318,177 g/km,2002,petrol,5,5,5,front,62,7.4,194,562,dohc,1769,85,Kenneth Henson,Bank Transfer,27.41,9/9/2025
Audi A4 Avant 1.8 TFSI 170hp,Audi A4 Avant,Audi,39.6,C,stationwagon,4699,1436,1826,1465,141 g/km,2011,petrol,5,6,5,front,63,6.1,222,595,dohc,1798,125,Brian Wagner,Bank Transfer,37.8,8/6/2020
Ford Escort 1.6i Bravo,Ford Escort,Ford,12.157,N.A.,hatchback,4022,1385,1640,876,187 g/km,1987,petrol,3,5,5,front,47,7.9,178,434,ohv,1597,66,Dylan Johnson,Credit Card,12.08,10/6/2020
Mazda 6 2.0 Executive,Mazda 6,Mazda,29.77,G,sedan,4670,1435,1780,1250,203 g/km,2002,petrol,4,5,5,front,64,8.5,208,590,dohc,1999,104,Eric Perry,Bank Transfer,31.72,8/9/2024
Renault Twingo 1.2 16V ECO2 Collection,Renault Twingo,Renault,9.19,C,hatchback,3600,1470,1654,839,109 g/km,2010,petrol,3,5,4,front,40,4.7,170,531,ohc,1149,55,Valerie Meyers,Credit Card,9.17,2/19/2021
Volkswagen Polo 1.2 12V 70hp Trendline,Volkswagen Polo,Volkswagen,13.65,F,hatchback,3916,1467,1650,991,138 g/km,2007,petrol,3,5,5,front,45,5.8,167,579,dohc,1198,51,Sandra Garcia,Cash,14.89,4/2/2022
Hyundai Santa Fe 2.4i CVVT 2WD DynamicVersion,Hyundai Santa Fe,Hyundai,37.995,G,suv/crossover,4660,1725,1890,1625,203 g/km,2010,petrol,5,6,5,front,75,8.5,190,880,dohc,2359,128,Dr. Melanie Chandler,Cash,34.24,6/12/2021
Kia Clarus Wagon 1.8 SLX,Kia Clarus Wagon,Kia,19.962,G,stationwagon,4750,1440,1785,1297,258 g/km,1999,petrol,5,4,5,front,60,10.9,178,543,dohc,1793,85,Michelle Walker,Bank Transfer,21.29,8/20/2023
Peugeot 206 Generation 1.4,Peugeot 206,Peugeot,10.97,G,hatchback,3822,1428,1652,925,149 g/km,2008,petrol,3,5,5,front,50,6.3,170,525,ohc,1360,55,Michael Montoya,Cash,12.58,5/15/2019
Peugeot 307 Break XS 1.6 HDi 16V 90hp,Peugeot 307 Break,Peugeot,26.1,N.A.,stationwagon,4419,1510,1757,1303,187 g/km,2005,diesel,5,5,5,front,60,5.1,174,597,dohc,1560,66,Ricky Lucas,Credit Card,25.75,10/25/2023
Alfa Romeo 159 Sportwagon 1.9 JTDm 16v Business Pro,Alfa Romeo 159 Sportwagon,Alfa Romeo,38.65,G,stationwagon,4660,1422,1828,1560,162 g/km,2008,diesel,5,6,5,front,70,6.1,208,545,dohc,1910,110,Patrick Garcia,Cash,36.04,2/21/2023
Mazda CX-5 SkyActiv-D 150 Skylease+,Mazda CX-5,Mazda,45.75,G,suv/crossover,4550,1675,1840,1586,143 g/km,2018,diesel,5,6,5,front,56,5.5,200,557,dohc,2191,0,Bradley Flores,Bank Transfer,45.23,5/1/2020
Mini Cooper Checkmate,Mini Mini,Mini,28.758,N.A.,hatchback,3626,1408,1688,1050,187 g/km,2006,petrol,3,2,4,front,50,6.7,185,455,dohc,1598,85,Rhonda Stevenson,Bank Transfer,29.42,3/27/2021
Renault Megane Break RXI 1.4 16V,Renault Megane Break,Renault,16.924,G,stationwagon,4437,1420,1698,1110,165 g/km,2000,petrol,5,5,5,front,60,7,182,575,dohc,1390,70,Paula Smith,Bank Transfer,17.89,9/12/2023
Mercedes C 220 d Coupe Lease Edition,Mercedes-Benz C-class Coupe,Mercedes,48.995,D,coupe,4686,1400,1810,1515,106 g/km,2016,diesel,2,9,5,rear,66,4.1,235,580,dohc,2143,125,Anita Valenzuela,Credit Card,44.34,12/20/2021
BMW 316i Essence,BMW 3-serie,BMW,29.3,G,sedan,4471,1415,1739,1285,172 g/km,2003,petrol,4,5,5,rear,63,7.1,206,525,dohc,1796,85,Dominic Smith,Cash,28.01,1/26/2024
Peugeot 3008 Blue Lease 1.6 VTi,Peugeot 3008,Peugeot,29.475,E,mpv,4365,1639,1837,1374,155 g/km,2009,petrol,5,5,5,front,60,6.9,185,646,dohc,1598,88,Gabriela Powell,Bank Transfer,28.57,11/15/2023
Alfa Romeo Spider 3.0 V6 24V Sportivo,Alfa Romeo Spider,Alfa Romeo,50.75,G,cabriolet,4285,1315,1780,1390,278 g/km,2002,petrol,2,6,2,front,70,11.7,233,290,dohc,2959,160,William Levy,Cash,46.03,7/30/2020
Volkswagen Passat Variant 2.0 TDI 150hp Comfortline Business,Volkswagen Passat Variant,Volkswagen,44.305,D,stationwagon,4767,1477,1832,1448,120 g/km,2017,diesel,5,6,5,front,66,4.6,216,692,dohc,1968,110,Jake Davidson,Cash,44.88,7/11/2020
Skoda Fabia Sedan 1.4 16V 75hp L&K,Skoda Fabia Sedan,Skoda,18.305,G,sedan,4222,1449,1646,1060,154 g/km,2004,petrol,4,5,5,front,45,6.4,168,545,dohc,1390,55,Lauren Washington,Credit Card,18.4,6/4/2020
Skoda Roomster 1.6 16V Scout,Skoda Roomster,Skoda,20.79,G,mpv,4219,1650,1695,1150,168 g/km,2007,petrol,5,5,5,front,55,7,181,540,ohc,1598,77,Andrew Taylor,Credit Card,24.58,10/31/2018
Ford Fiesta 1.1i Mondial,Ford Fiesta,Ford,11.476,N.A.,hatchback,3743,1325,1606,863,187 g/km,1995,petrol,5,5,5,front,42,6,143,487,ohv,1118,37,Christina Lyons,Credit Card,10.39,8/14/2024
SsangYong Korando 2.0 XDi Sapphire 2WD,Ssangyong Korando,SsangYong,46.964,G,suv/crossover,4410,1675,1830,1611,194 g/km,2011,diesel,5,6,5,front,57,6.1,186,569,dohc,1998,129,Victor Hawkins,Cash,48.27,1/8/2025
Mercedes E 240 Elegance Combi,Mercedes-Benz E-class Combi,Mercedes,50.483,G,stationwagon,4816,1465,1799,1505,256 g/km,1997,petrol,5,5,5,rear,70,10.7,215,665,ohc,2398,125,Emma Anderson,Bank Transfer,56.49,10/28/2021
Ford Scorpio Wagon 2.3i 16V Platinum,Ford Scorpio Wagon,Ford,28.584,N.A.,stationwagon,4826,1442,1874,1508,187 g/km,1996,petrol,5,4,5,rear,70,10.7,202,617,dohc,2295,108,Carl Castro,Bank Transfer,27.28,10/30/2019
BMW 525d xDrive Touring Business Line,BMW 5-serie Touring,BMW,69.73,G,stationwagon,4843,1491,1846,1755,187 g/km,2010,diesel,5,6,5,front+rear,70,7,228,605,dohc,2993,145,Judith Mathis,Credit Card,65.89,3/23/2022
Citroen Xsara 1.8i Ligne Prestige,Citroen Xsara,Citroen,17.511,G,hatchback,4167,1405,1698,1085,217 g/km,1997,petrol,5,4,5,front,54,9.1,177,545,ohc,1761,76,Jennifer Lopez,Bank Transfer,17.86,12/24/2018
Opel Signum 2.2-16V DGi Elegance,Opel Signum,Opel,39.195,N.A.,hatchback,4636,1466,1798,1485,187 g/km,2003,petrol,5,5,5,front,60,9.1,206,590,dohc,2198,114,Sharon Turner,Credit Card,45.23,6/12/2022
Cadillac ATS Coupe 2.0 T AWD Performance,Cadillac ATS Coupe,Cadillac,74.92,G,coupe,4663,1405,1841,1623,191 g/km,2015,petrol,2,6,4,front+rear,63,8.3,230,502,dohc,1998,203,Aaron Leonard,Bank Transfer,73.5,3/13/2020
Volvo V70 2.4 140hp Comfort,Volvo V70,Volvo,33.693,G,stationwagon,4720,1410,1760,1436,206 g/km,1999,petrol,5,5,5,front,68,8.6,200,534,dohc,2435,103,Brian Stafford,Credit Card,32.95,4/21/2023
Volvo V70 D5 Ocean Race,Volvo V70,Volvo,57.595,G,stationwagon,4823,1547,1861,1606,164 g/km,2011,diesel,5,6,5,front,70,6.2,220,704,dohc,2400,158,Nancy Morgan,Bank Transfer,57.45,7/22/2024
Volvo V70 D3 R-Design,Volvo V70,Volvo,50.295,F,stationwagon,4823,1547,1861,1575,149 g/km,2011,diesel,5,6,5,front,70,5.7,205,735,dohc,1984,120,Teresa Clarke,Bank Transfer,52.85,2/28/2023
Saab 9-5 Estate 2.0 t Linear,Saab 9-5 Estate,Saab,42.89,G,stationwagon,4828,1501,1792,1555,251 g/km,2001,petrol,5,5,5,front,70,10.6,205,605,dohc,1985,110,Tiffany Dyer,Bank Transfer,46.08,12/11/2019
Lancia Thema 2.0 i.e.,Lancia Thema,Lancia,25.389,N.A.,sedan,4605,1433,1752,1201,187 g/km,1992,petrol,4,5,5,front,65,8.2,195,499,dohc,1995,85,Christopher Beck,Credit Card,23.02,8/22/2023
Renault Modus 1.2 16V 65 Acces,Renault Modus,Renault,13.895,N.A.,mpv,3792,1589,1695,1055,187 g/km,2005,petrol,5,5,5,front,49,5.9,163,515,dohc,1149,48,Joseph Solis,Bank Transfer,15.58,8/31/2024
Mercedes CL 420 Elegance,Mercedes-Benz CL,Mercedes,121.568,G,coupe,5065,1452,1912,2040,355 g/km,1996,petrol,2,5,4,rear,100,14.9,250,520,dohc,4196,205,Jason Rodriguez,Bank Transfer,139.14,6/9/2023
Ford Mondeo 2.0 TDCi 140hp Trend Business,Ford Mondeo,Ford,34.295,E,hatchback,4784,1500,1886,1457,139 g/km,2011,diesel,5,6,5,front,70,5.3,210,723,dohc,1998,103,Pamela King,Credit Card,36.98,8/18/2023
Ford Sierra 1.8 Laser,Ford Sierra,Ford,12.65,N.A.,hatchback,4420,1362,1670,1010,187 g/km,1984,petrol,3,4,5,rear,60,7.9,178,540,dohc,1796,66,Shane Martin,Cash,12.61,10/21/2024
Opel Insignia 2.0 Turbo 4x4 Cosmo,Opel Insignia,Opel,48.645,F,sedan,4842,1484,1858,1688,192 g/km,2013,petrol,4,6,5,front+rear,70,8.2,245,587,dohc,1998,184,Michael Martin,Bank Transfer,55.01,3/30/2022
Volvo S60 Cross Country D3 Nordic+,Volvo S60 Cross Country,Volvo,47.495,D,sedan,4638,1545,1865,1529,120 g/km,2016,diesel,4,8,5,front,68,4.6,205,621,dohc,1969,110,Steven Kim,Bank Transfer,45.82,2/10/2021
Audi A6 Avant 2.0 TDI ultra 190hp Business Edition,Audi A6 Avant,Audi,59.66,B,stationwagon,4943,1461,1874,1700,115 g/km,2014,diesel,5,7,5,front,73,4.4,226,655,dohc,1968,140,Dr. Mark Choi,Bank Transfer,56.62,2/18/2020
Volvo V60 Cross Country T5 AWD Kinetic,Volvo V60 Cross Country,Volvo,52.495,E,stationwagon,4638,1545,1865,1599,168 g/km,2016,petrol,5,8,5,front+rear,68,7.4,210,661,dohc,1969,180,Stephen Jones,Credit Card,48.14,12/4/2019
Audi A3 Sportback 1.6 TDI 110hp Design,Audi A3 Sportback,Audi,32.88,E,hatchback,4313,1426,1785,1235,107 g/km,2016,diesel,5,6,5,front,50,4,200,585,dohc,1598,81,Brenda Berger,Cash,38.24,10/9/2020
Alfa Romeo MiTo 1.4 Turbo MultiAir S&S Distinctive,Alfa Romeo Mito,Alfa Romeo,23.15,D,hatchback,4065,1434,1721,1135,128 g/km,2009,petrol,3,5,7,front,45,5.6,207,505,dohc,1368,99,James Chavez,Cash,23.31,12/31/2018
Volkswagen Jetta 1.4 16V TSI 122hp Comfortline,Volkswagen Jetta,Volkswagen,26.69,E,sedan,4554,1459,1781,1283,153 g/km,2008,petrol,4,6,5,front,55,6.4,199,627,dohc,1390,90,Matthew Jones,Bank Transfer,28.09,10/3/2019
Ford C-MAX 1.5 EcoBoost 150hp Titanium,Ford C-MAX,Ford,32.495,D,mpv,4379,1610,1828,1313,149 g/km,2015,petrol,5,6,5,front,55,6.5,200,687,dohc,1499,110,Matthew Mckay,Credit Card,35.53,5/10/2021
Audi A1 1.4 TFSI COD Ambition Pro Line,Audi A1,Audi,28.5,C,hatchback,3954,1417,1740,1095,109 g/km,2013,petrol,3,7,4,front,45,4.7,212,475,dohc,1395,103,Alexander Jones,Bank Transfer,27.43,1/20/2023
Saab 900c,Saab 900,Saab,18.06,G,sedan,4680,1420,1690,1150,187 g/km,2003,benzine,3,5,5,voor,63,9.8,165,490,ohc,1985,0,Sarah Hawkins,Credit Card,17.94,3/29/2025
BMW 520i Touring,BMW 5-serie Touring,BMW,53.258,C,stationwagon,4907,1462,1860,1705,147 g/km,2010,petrol,5,8,5,rear,70,6.3,225,665,dohc,1997,135,Chad Contreras,Bank Transfer,62.92,11/6/2020
Opel Insignia 2.8 V6 Turbo 4x4 Sport,Opel Insignia,Opel,51.17,G,sedan,4830,1498,1858,1710,256 g/km,2010,petrol,4,6,5,front+rear,70,10.9,250,605,dohc,2792,191,Steven Henderson,Bank Transfer,50.25,4/6/2021
Mini Clubman Cooper S ALL4,Mini Clubman,Mini,43.867,E,stationwagon,4253,1441,1800,1435,146 g/km,2010,petrol,5,8,5,front+rear,48,6.3,225,620,dohc,1998,0,Brett Brown,Bank Transfer,52.57,8/11/2019
Volvo XC90 D4 Momentum,Volvo XC90,Volvo,75.695,G,suv/crossover,4808,1781,1936,1964,212 g/km,2010,diesel,5,6,7,front,68,8.1,190,716,dohc,2401,120,James Wells,Bank Transfer,76.73,8/27/2025
Citroen Evasion 2.0i Ligne Prestige,Citroen Evasion,Citroen,28.824,G,mpv,4454,1710,1812,1485,253 g/km,2010,petrol,5,5,5,front,80,10.6,177,815,ohc,1998,90,Matthew Collins,Bank Transfer,30.16,1/12/2019
Daewoo Tacuma 1.6 Style,Daewoo Tacuma,Daewoo,19.295,G,mpv,4350,1580,1755,1247,208 g/km,2010,petrol,5,5,5,front,60,8.3,167,581,ohc,1598,77,John Phillips,Credit Card,22.97,7/14/2021
Renault Megane Sedan 1.5 dCi 80 Dynamique Luxe,Renault Megane Sedan,Renault,26.795,F,sedan,4498,1457,1777,1180,117 g/km,2010,diesel,4,5,5,front,60,4.5,171,590,ohc,1461,60,Kelli Chavez DVM,Credit Card,24.54,12/2/2023
Mercedes C 270 CDI Avantgarde Combi,Mercedes-Benz C-class Combi,Mercedes,51.2,G,stationwagon,4541,1466,1728,1485,181 g/km,2010,diesel,5,6,5,rear,62,6.8,230,580,dohc,2685,125,Claire Campbell,Credit Card,48.87,6/27/2025
Renault 21 Nevada GTX,Renault 21 Nevada,Renault,18.333,N.A.,stationwagon,4644,1427,1706,1144,187 g/km,2010,petrol,5,5,5,front,66,9.2,186,541,ohc,2165,81,Ronald Taylor,Bank Transfer,16.9,9/18/2020
Audi A5 Cabriolet 2.0 TFSI 225hp quattro Sport Edition,Audi A5 Cabriolet,Audi,65.93,D,cabriolet,4626,1383,1854,1710,160 g/km,2010,petrol,2,7,4,front+rear,61,6.9,240,525,dohc,1984,165,Teresa Green,Cash,68.44,7/22/2024
Alfa Romeo 147 2.0 T.Spark 16V Distinctive,Alfa Romeo 147,Alfa Romeo,25.495,G,hatchback,4223,1421,1729,1225,211 g/km,2010,petrol,3,5,5,front,60,8.9,208,545,dohc,1970,110,Shawn Moore,Cash,24.03,8/26/2025
Land Rover Freelander Hardback 2.5 V6 Sport,Land Rover Freelander Hardback,Land Rover,41.3,G,suv/crossover,4459,1696,1809,1540,298 g/km,2010,petrol,3,5,5,front+rear,64,12.4,182,520,dohc,2497,130,Michael Jones,Credit Card,49.54,12/19/2023
Fiat Seicento 1100 i.e. Young Plus,Fiat Seicento,Fiat,7.712,G,hatchback,3320,1450,1500,710,148 g/km,2010,petrol,3,5,5,front,35,6.2,150,440,ohc,1108,40,Rodney Burke,Cash,7.88,4/24/2022
Ford Fiesta 1.3i McGregor Collection,Ford Fiesta,Ford,12.159,G,hatchback,3828,1320,1634,961,161 g/km,2010,petrol,5,5,5,front,40,6.9,153,499,ohv,1299,44,Christopher Myers,Cash,12.38,4/8/2021
Volvo 850 TDI 2.5 Estate Luxury-Line,Volvo 850 Estate,Volvo,41.158,N.A.,stationwagon,4720,1430,1760,1475,187 g/km,2010,diesel,5,4,5,front,73,7.9,195,545,ohc,2461,103,Pamela Perez,Credit Card,42.44,11/25/2024
Jaguar X-Type Estate 2.0D Executive,Jaguar X-Type Estate,Jaguar,48.4,G,stationwagon,4716,1483,1789,1575,154 g/km,2010,diesel,5,5,5,front,61,5.8,198,475,dohc,1998,96,Morgan Hall,Bank Transfer,50.24,4/24/2024
Hyundai Excel 1.5i GS,Hyundai Excel,Hyundai,13.157,N.A.,hatchback,4103,1394,1620,945,187 g/km,2010,petrol,5,4,5,front,45,6.4,168,495,ohc,1495,65,Martin Carson,Credit Card,15.17,10/18/2022
Audi A6 Avant 1.8 TFSI Business Edition,Audi A6 Avant,Audi,55.46,B,stationwagon,4943,1461,1874,1575,144 g/km,2010,petrol,5,6,5,front,65,6.2,226,655,dohc,1798,140,Lisa Robinson,Cash,57.02,9/6/2019
Ford Focus Wagon 1.6 16V Futura,Ford Focus Wagon,Ford,23.05,E,stationwagon,4473,1447,1840,1210,161 g/km,2010,petrol,5,5,5,front,55,6.7,180,610,dohc,1596,74,Julia Clark,Credit Card,25.2,2/25/2021
Volkswagen Golf 1.8 TSI 160hp Comfortline LE 18T,Volkswagen Golf,Volkswagen,27.05,F,hatchback,4199,1479,1779,1246,159 g/km,2010,petrol,5,6,5,front,55,6.9,220,594,dohc,1798,118,Daryl Obrien,Cash,30.92,5/6/2023
Hyundai ix35 2.0 GDI Business Edition 4WD,Hyundai ix35,Hyundai,34.99,G,suv/crossover,4410,1670,1820,1425,186 g/km,2010,petrol,5,5,5,front+rear,58,8,184,605,dohc,1998,122,Shannon Gregory,Bank Transfer,38.8,8/27/2024
Renault Megane Sedan 2.0 16V Dynamique Comfort,Renault Megane Sedan,Renault,26.9,G,sedan,4498,1457,1777,1265,201 g/km,2010,petrol,4,4,5,front,60,8.4,195,575,dohc,1998,99,Alex Patel,Cash,25.55,3/30/2022
Audi A4 1.9 TDI 110hp,Audi A4,Audi,30.812,N.A.,sedan,4479,1415,1733,1260,187 g/km,2010,diesel,4,4,5,front,62,6.5,194,550,ohc,1896,81,Richard White,Credit Card,30.51,3/30/2020
Renault Modus TCE 100 Exception,Renault Modus,Renault,17.895,N.A.,mpv,3792,1589,1695,1095,187 g/km,2010,petrol,5,5,5,front,49,5.9,182,515,ohc,1149,74,Eric Brown,Bank Transfer,20.98,1/6/2019
Ford Focus 1.6 16V Ghia,Ford Focus,Ford,24,E,sedan,4488,1454,1840,1213,161 g/km,2010,petrol,4,5,5,front,55,6.7,182,537,dohc,1596,74,Melanie Henderson,Cash,28.76,8/15/2023
Renault Grand Scenic 1.6 16V E85 Expression,Renault Grand Scenic,Renault,26.99,F,mpv,4573,1645,1845,1387,172 g/km,2010,petrol,5,6,7,front,60,7.5,185,751,dohc,1598,81,Emily Harding,Cash,31.6,8/23/2025
Kia Sorento 2.2 CRDi 2WD DynamicLine,Kia Sorento,Kia,59.02,G,suv/crossover,4800,1690,1890,1833,159 g/km,2010,diesel,5,8,7,front,71,5.9,205,727,dohc,2199,0,Kristi Watson,Bank Transfer,56.41,7/27/2020
Citroen C4 Picasso PureTech 130 Live,Citroen C4 Picasso,Citroen,26.99,B,mpv,4428,1610,1826,1255,115 g/km,2010,petrol,5,6,5,front,57,5,201,650,dohc,1199,96,Matthew Davis,Cash,26.02,9/29/2020
Citroen Berlingo 1.4i Multispace Attraction,Citroen Berlingo,Citroen,17.72,G,mpv,4137,1810,1724,1163,168 g/km,2010,petrol,4,5,5,front,55,7.2,148,617,ohc,1360,55,Beth George,Cash,17.53,6/14/2021
Fiat Grande Punto 1.3 Multijet 16v 90 Edizione Lusso,Fiat Grande Punto,Fiat,20.195,G,hatchback,4030,1490,1687,1105,119 g/km,2010,diesel,3,6,4,front,45,4.6,175,585,dohc,1248,66,Amy Collins,Cash,18.46,11/23/2018
Mazda CX-5 SkyActiv-D 150 TS+,Mazda CX-5,Mazda,41.55,F,suv/crossover,4550,1675,1840,1555,130 g/km,2010,diesel,5,6,5,front,56,5,204,575,dohc,2191,0,Aaron Charles,Bank Transfer,43.41,9/29/2021
Audi TTS Roadster 2.0 TFSI quattro,Audi TT Roadster,Audi,66.685,G,cabriolet,4198,1350,1842,1455,194 g/km,2010,petrol,2,6,2,front+rear,60,8.2,250,320,dohc,1984,200,Kurt Solomon,Cash,69.45,4/30/2020
