Buyer,Order_Date,Age,Gender,Income,loyalty_score,Location,PreviousCarOwnership,Purpose_of_Buying,Preference,Index
Jennifer Good,11/7/2021,56,Female,6979,3,Central,1,Business,suv/crossover,B_0324
Nancy Keller,4/28/2024,31,Male,7347,8,North,2,Business,sedan,B_0325
Jack Santos,8/21/2020,64,Male,7709,2,Central,3,Business,stationwagon,B_0326
Latasha English,1/9/2019,57,Male,8554,9,North,4,Family,sedan,B_0327
Eric Benson,5/13/2025,51,Female,8235,2,North,2,Service,stationwagon,B_0328
Cole Henry,9/24/2023,51,Female,9046,7,North,2,Personal,stationwagon,B_0329
Jack Lewis,5/18/2024,44,Female,7514,4,South,2,Service,hatchback,B_0330
Sandra Williams,4/14/2022,54,Female,2798,5,North,2,Family,mpv,B_0331
Kyle Pace,10/7/2024,47,Male,6440,5,North,1,Personal,stationwagon,B_0332
Luis Church,3/20/2024,57,Female,2410,10,North,2,Family,hatchback,B_0333
Jessica Robinson,7/21/2024,33,Male,4966,1,North,5,Service,hatchback,B_0334
Scott Richards,3/27/2020,27,Male,5344,5,North,2,Business,cabriolet,B_0335
Kelly Chandler,3/12/2021,28,Male,9228,1,South,2,Family,stationwagon,B_0336
Claudia Carson,12/18/2021,20,Female,637,6,South,0,Family,sedan,B_0337
Craig Nicholson,2/16/2022,42,Male,6974,8,Central,2,Family,sedan,B_0338
Cathy Smith,8/5/2025,37,Male,4880,1,North,4,Service,suv/crossover,B_0339
Jessica Harris,6/23/2025,43,Female,2443,5,North,1,Personal,coupe,B_0340
Laurie Thomas,3/14/2020,65,Male,3657,7,South,4,Personal,sedan,B_0341
Tiffany Moore,7/22/2021,56,Female,3878,5,North,3,Business,cabriolet,B_0342
David Ortiz,7/26/2025,26,Male,5558,1,Central,3,Service,cabriolet,B_0343
Sheila Cobb,6/8/2024,64,Female,6330,3,North,3,Personal,hatchback,B_0344
Brian Shaw,3/21/2024,33,Female,855,8,Central,0,Family,hatchback,B_0345
Kendra Young,3/6/2019,53,Female,6043,7,North,5,Personal,stationwagon,B_0346
Jack Barton,12/17/2019,28,Male,9530,2,North,2,Service,hatchback,B_0347
Jordan Compton,6/23/2023,39,Male,7425,4,North,5,Family,cabriolet,B_0348
Daniel Dixon,12/6/2024,42,Male,5012,4,South,4,Service,hatchback,B_0349
Karen Cabrera,6/6/2021,56,Female,780,5,North,0,Family,stationwagon,B_0350
Nicole Harris,6/19/2025,48,Male,6812,7,Central,2,Personal,sedan,B_0351
Benjamin Williamson,7/5/2022,27,Female,5680,4,South,5,Personal,hatchback,B_0352
Mark Woods,2/12/2025,64,Male,9560,9,Central,4,Family,stationwagon,B_0353
Carla Fisher,7/14/2021,63,Male,9116,2,North,3,Business,hatchback,B_0354
Ashley Martinez,7/25/2020,48,Female,9454,2,South,2,Service,sedan,B_0355
Daniel Thompson,11/30/2019,54,Female,9978,7,South,2,Personal,stationwagon,B_0356
Alyssa Washington,9/2/2023,21,Female,1051,7,North,0,Personal,sedan,B_0357
David Davis,6/1/2022,54,Female,7256,10,South,3,Business,hatchback,B_0358
Ashley Wilson,1/11/2020,48,Female,5327,8,South,4,Personal,hatchback,B_0359
Ashley Richardson,10/3/2019,56,Male,6614,1,South,3,Family,sedan,B_0360
Michael Pierce,7/12/2019,29,Male,4960,5,South,3,Family,cabriolet,B_0361
Autumn Shaw,2/9/2021,63,Male,5648,7,Central,3,Service,sedan,B_0362
Andrea Palmer,12/28/2020,56,Female,4136,7,Central,1,Family,mpv,B_0363
Miranda Cooper,2/8/2025,33,Male,9123,8,South,2,Family,sedan,B_0364
James Martinez,12/16/2023,44,Male,587,8,South,1,Family,hatchback,B_0365
James Jackson,12/22/2024,52,Male,2253,9,Central,1,Family,hatchback,B_0366
Virginia Ward,7/19/2019,33,Female,6782,3,South,4,Family,sedan,B_0367
Jennifer Jones,3/13/2020,52,Male,9568,5,Central,2,Business,sedan,B_0368
Emily Collins,9/12/2019,39,Male,4593,7,South,3,Business,stationwagon,B_0369
James Ferguson,6/13/2025,25,Male,8320,1,South,3,Personal,hatchback,B_0370
Daisy Williams,8/7/2019,34,Male,2554,2,North,2,Family,stationwagon,B_0371
Tabitha Smith,4/22/2022,21,Female,8761,2,Central,4,Family,stationwagon,B_0372
Renee Carter,5/6/2025,48,Male,8926,8,Central,5,Family,stationwagon,B_0373
Valerie Jones,2/18/2019,52,Male,2422,3,Central,1,Business,sedan,B_0374
Lori Hayes,6/9/2024,62,Female,3868,4,North,1,Business,suv/crossover,B_0375
Jeffrey Williams,12/7/2021,26,Male,2572,7,North,3,Business,stationwagon,B_0376
Holly Henderson,12/14/2019,32,Female,9422,4,Central,1,Business,stationwagon,B_0377
David Gentry PhD,12/4/2020,46,Male,2606,2,South,3,Family,sedan,B_0378
Elizabeth Fox,1/11/2021,24,Female,9721,10,South,1,Family,hatchback,B_0379
Andrew Young,8/15/2020,64,Female,7041,7,North,5,Business,hatchback,B_0380
Larry Mason,1/12/2021,57,Female,1396,6,South,0,Family,hatchback,B_0381
Jessica Hernandez,5/27/2023,32,Female,6105,1,North,1,Family,coupe,B_0382
Roger Nolan,4/14/2020,26,Female,1555,5,North,1,Family,sedan,B_0383
Tonya Knight,8/5/2021,55,Female,3934,6,Central,4,Family,hatchback,B_0384
Christopher Bryant,12/15/2020,24,Female,8629,4,Central,1,Business,hatchback,B_0385
Melissa Rocha,3/15/2021,24,Female,3093,6,South,3,Service,mpv,B_0386
Helen Delgado,12/24/2022,62,Male,7774,5,Central,4,Business,stationwagon,B_0387
Jenny Delgado,11/12/2020,25,Female,9178,9,Central,2,Family,hatchback,B_0388
Jonathan White,1/31/2020,42,Female,9642,10,North,4,Family,stationwagon,B_0389
John Clark,5/11/2021,63,Female,2950,4,Central,1,Business,hatchback,B_0390
James Bailey,11/21/2024,49,Male,9695,2,Central,4,Service,sedan,B_0391
James Lynch,12/26/2022,55,Female,1640,5,South,1,Personal,hatchback,B_0392
Carlos Adams,3/11/2023,26,Male,9814,1,South,3,Business,sedan,B_0393
Christopher Barton,1/15/2020,29,Female,2950,9,North,3,Family,stationwagon,B_0394
Maria Gonzalez,1/26/2020,35,Female,5554,4,North,3,Service,hatchback,B_0395
Jennifer Stewart,10/31/2020,27,Female,2662,2,North,2,Family,hatchback,B_0396
Jason Cook,12/19/2024,35,Female,960,1,Central,1,Personal,hatchback,B_0397
Jessica Carson,12/22/2018,49,Male,3243,5,Central,3,Family,hatchback,B_0398
Shawn Schwartz,2/26/2020,61,Female,4226,7,South,4,Business,cabriolet,B_0399
Christopher Hunter,5/29/2021,62,Female,7760,2,North,2,Family,stationwagon,B_0400
Cindy Chambers,8/8/2022,31,Male,5478,1,North,5,Family,coupe,B_0401
Matthew Gibson,10/25/2019,63,Male,2783,5,Central,0,Business,mpv,B_0402
Donald Adams,10/26/2023,50,Female,9587,7,Central,3,Service,stationwagon,B_0403
Megan Parker,8/14/2023,36,Female,9938,1,Central,4,Personal,stationwagon,B_0404
Alexander Evans,10/29/2023,36,Male,3749,9,South,5,Family,hatchback,B_0405
Linda Benitez,3/16/2022,58,Female,2500,2,Central,2,Business,hatchback,B_0406
Jennifer Weiss,8/27/2019,50,Female,6721,9,North,3,Family,hatchback,B_0407
Matthew Gutierrez,12/27/2021,34,Male,4904,3,South,5,Family,hatchback,B_0408
Sarah Romero,7/20/2023,50,Female,4325,2,Central,3,Family,hatchback,B_0409
Collin James,11/17/2019,57,Female,1726,3,Central,1,Personal,suv/crossover,B_0410
Alan Montoya,11/3/2022,22,Male,4940,6,South,2,Family,hatchback,B_0411
Christopher Mccall,3/4/2023,39,Male,2798,10,Central,2,Business,stationwagon,B_0412
Robert Lewis,4/28/2021,35,Male,8283,4,North,4,Business,suv/crossover,B_0413
Matthew Butler,12/16/2020,57,Male,4727,7,Central,4,Personal,stationwagon,B_0414
Shannon Garcia,5/12/2019,49,Female,7342,7,North,1,Business,sedan,B_0415
Thomas Nixon,8/23/2021,44,Male,4535,4,Central,3,Business,sedan,B_0416
Justin Bender,2/2/2025,50,Male,5930,9,Central,3,Personal,coupe,B_0417
Brandon Taylor,2/27/2022,32,Male,3483,1,North,4,Family,mpv,B_0418
Eddie Butler,11/29/2023,21,Female,5972,3,Central,3,Personal,coupe,B_0419
Jodi Berger,2/6/2019,28,Female,8638,7,South,2,Business,hatchback,B_0420
Vincent Clark,3/19/2020,55,Female,9603,5,South,4,Family,mpv,B_0421
Beth Farrell,9/5/2023,42,Male,7263,6,North,4,Personal,hatchback,B_0422
Kimberly Wagner,7/17/2022,30,Male,9871,2,Central,3,Family,hatchback,B_0423
Tracy Foley,10/5/2024,49,Male,6691,6,Central,2,Personal,sedan,B_0424
Anthony Sanders,8/17/2024,53,Male,3709,6,South,1,Family,hatchback,B_0425
Emily Bowers,7/25/2020,23,Female,6715,3,North,5,Service,hatchback,B_0426
Carlos Keith,11/2/2021,37,Male,8628,2,Central,2,Service,hatchback,B_0427
Anthony Crane,7/3/2020,35,Male,3560,10,South,3,Family,cabriolet,B_0428
Tristan Miller,7/26/2024,47,Male,954,5,South,1,Family,sedan,B_0429
Bradley Hernandez,9/8/2025,28,Male,1315,9,Central,3,Personal,hatchback,B_0430
Dawn Harvey,5/21/2025,28,Female,6533,6,North,2,Business,hatchback,B_0431
Karen Ellis,8/26/2020,57,Male,1276,4,South,2,Personal,sedan,B_0432
Veronica Wilson,1/2/2021,35,Male,2189,10,Central,2,Business,sedan,B_0433
Justin Munoz,2/27/2025,35,Male,1080,4,South,3,Personal,hatchback,B_0434
Kristen Thompson,8/6/2021,59,Female,2158,6,North,0,Personal,stationwagon,B_0435
Zachary Larson,5/5/2019,56,Male,8724,8,North,1,Service,hatchback,B_0436
Michael Chavez,7/31/2024,42,Female,6743,3,North,2,Business,stationwagon,B_0437
Steven Waters,4/12/2025,32,Male,3872,7,Central,2,Service,sedan,B_0438
Tamara Avila,8/25/2020,22,Female,5599,3,North,3,Business,mpv,B_0439
Randy Jones,12/6/2024,26,Female,938,9,South,0,Personal,hatchback,B_0440
Jill Evans,2/6/2023,50,Female,5168,3,North,2,Family,hatchback,B_0441
Elizabeth Garcia,11/27/2024,50,Female,9776,6,Central,3,Business,stationwagon,B_0442
Lawrence Knapp,1/21/2024,28,Female,6503,1,North,5,Service,sedan,B_0443
Crystal Spencer,2/16/2020,41,Male,7486,8,South,3,Service,hatchback,B_0444
Patrick Adkins,5/2/2025,22,Male,1492,2,Central,0,Personal,stationwagon,B_0445
Sharon Jefferson,5/12/2022,33,Female,6550,8,Central,4,Personal,suv/crossover,B_0446
Joshua Dunn,4/6/2022,33,Male,1579,4,Central,0,Business,coupe,B_0447
Amanda Whitehead,6/8/2025,28,Female,4639,8,South,2,Business,hatchback,B_0448
Richard Orr,5/19/2023,46,Male,7498,1,South,3,Family,hatchback,B_0449
Mark Thompson,7/25/2019,51,Male,2782,9,Central,2,Family,hatchback,B_0450
Sara Mcdonald,9/18/2020,60,Male,2942,7,North,1,Family,suv/crossover,B_0451
Joseph Ortiz,5/23/2025,32,Female,1734,10,North,2,Personal,hatchback,B_0452
Mark Wilson,6/9/2019,38,Female,1821,10,North,2,Business,suv/crossover,B_0453
Tracy Johnson,9/5/2021,60,Male,8069,10,South,2,Business,stationwagon,B_0454
Pamela Nash,1/13/2024,26,Female,7755,5,South,3,Service,sedan,B_0455
Martin Horn,8/19/2025,41,Male,2062,3,South,0,Personal,hatchback,B_0456
Melissa Martinez,5/23/2021,51,Female,6508,10,North,3,Service,stationwagon,B_0457
Mrs. Carolyn Johnson,12/13/2022,55,Male,3925,10,South,2,Family,suv/crossover,B_0458
Jason Smith,8/7/2021,25,Female,2922,3,North,2,Business,mpv,B_0459
Janet Wilson,11/7/2024,24,Male,2672,6,North,0,Business,suv/crossover,B_0460
Cindy Mccullough,3/31/2021,28,Female,8154,5,South,2,Service,suv/crossover,B_0461
Mario Morgan,2/6/2023,45,Male,3586,7,Central,3,Family,hatchback,B_0462
Mrs. Lisa Solis,2/4/2023,48,Female,1236,3,North,2,Personal,hatchback,B_0463
Jose Hoffman,12/18/2023,25,Male,4887,10,North,4,Personal,sedan,B_0464
Andre Palmer,5/31/2019,57,Female,804,7,South,2,Personal,coupe,B_0465
Sheila Black,4/6/2022,25,Male,5959,3,South,2,Family,mpv,B_0466
Kathy Valencia,12/7/2019,39,Female,6942,10,Central,4,Personal,hatchback,B_0467
Carla Maynard,7/3/2020,29,Female,5900,10,Central,2,Family,sedan,B_0468
Melissa Reyes,4/11/2020,30,Female,2183,9,Central,3,Business,sedan,B_0469
Christina Wells,6/2/2021,58,Female,6481,9,Central,3,Service,hatchback,B_0470
Brandon Washington,10/17/2020,42,Male,9095,9,Central,5,Family,hatchback,B_0471
Jacqueline Peterson,9/29/2021,52,Female,3085,5,Central,1,Business,mpv,B_0472
Roger Silva,12/8/2024,51,Female,7255,6,Central,4,Personal,suv/crossover,B_0473
Cindy Brown,6/4/2025,48,Male,5767,7,Central,2,Family,sedan,B_0474
Kenneth Barron,12/19/2018,45,Female,1653,3,Central,1,Personal,stationwagon,B_0475
John Rangel,7/20/2025,49,Male,5908,3,Central,5,Business,stationwagon,B_0476
Kimberly Craig,7/14/2025,45,Male,9080,1,South,3,Business,mpv,B_0477
Erica Davis,9/22/2024,36,Female,3661,6,South,1,Service,coupe,B_0478
Charles Wilson,12/17/2021,25,Female,2818,6,Central,1,Business,hatchback,B_0479
James Smith,12/16/2024,26,Female,8000,2,North,3,Personal,sedan,B_0480
Stephanie Long,5/18/2024,31,Male,3320,8,Central,4,Personal,sedan,B_0481
Dominique Guerrero,1/18/2023,57,Female,3016,4,Central,4,Business,stationwagon,B_0482
Alicia Smith,11/30/2019,31,Male,8835,4,Central,2,Business,hatchback,B_0483
Stephanie Cortez,1/19/2025,24,Female,1916,2,Central,0,Family,sedan,B_0484
Larry Nichols,10/28/2018,49,Male,2694,7,Central,3,Personal,sedan,B_0485
Aaron Jones,5/4/2023,55,Female,6341,6,South,1,Family,hatchback,B_0486
Tyler Lane,7/3/2019,42,Male,6332,7,South,4,Family,coupe,B_0487
Victor Vargas,3/12/2020,53,Male,3651,4,Central,4,Personal,hatchback,B_0488
Erica Willis,8/13/2019,61,Female,6317,5,Central,1,Service,hatchback,B_0489
Audrey Barnes,5/26/2019,58,Female,673,6,North,1,Family,sedan,B_0490
Kimberly Dudley,12/18/2023,54,Female,8963,6,Central,4,Service,stationwagon,B_0491
Autumn Daniels,8/23/2020,42,Male,1280,10,North,0,Family,sedan,B_0492
Stephanie Tucker,10/7/2021,59,Female,7451,2,South,2,Personal,hatchback,B_0493
Cindy Mcmahon,6/11/2023,30,Male,6495,9,South,4,Business,stationwagon,B_0494
Steven Perry,1/5/2020,40,Female,7681,8,Central,2,Family,sedan,B_0495
David Jones,11/24/2018,40,Female,7529,2,North,4,Business,stationwagon,B_0496
Megan Ewing,3/30/2023,34,Male,5996,10,South,3,Personal,hatchback,B_0497
Lisa Hernandez,4/17/2020,45,Female,5658,5,North,2,Service,hatchback,B_0498
Gregory Mckay,9/8/2021,33,Male,4018,6,South,3,Family,suv/crossover,B_0499
Gary Bauer,7/10/2025,52,Female,1448,10,Central,2,Family,mpv,B_0500
Richard Curtis,10/30/2020,55,Male,2875,4,North,1,Family,stationwagon,B_0501
John Lopez,10/10/2023,43,Male,631,5,South,0,Personal,hatchback,B_0502
Veronica Moore,10/28/2020,45,Male,3255,5,North,4,Family,stationwagon,B_0503
Matthew Buchanan,1/5/2022,49,Male,2425,2,North,1,Family,suv/crossover,B_0504
Traci Thompson,12/18/2022,53,Male,4198,1,Central,4,Business,hatchback,B_0505
Rebecca Hood,8/4/2023,35,Female,4724,2,Central,2,Family,coupe,B_0506
Kendra Wilson,3/4/2020,39,Male,4168,1,Central,1,Business,suv/crossover,B_0507
Crystal Atkinson,8/19/2022,45,Female,7106,4,South,5,Personal,stationwagon,B_0508
Nathan Cruz,8/11/2025,20,Female,9124,7,South,3,Business,hatchback,B_0509
Cheryl Brown,12/6/2018,31,Female,8999,1,Central,2,Business,bus,B_0510
Jennifer Carter,3/1/2024,27,Male,5216,4,Central,5,Personal,sedan,B_0511
Evelyn Simmons DDS,2/28/2020,55,Female,657,2,South,1,Personal,hatchback,B_0512
David Harris,6/4/2021,65,Male,9647,2,North,2,Business,sedan,B_0513
Alexis Williams,12/31/2022,34,Female,5193,7,South,3,Family,suv/crossover,B_0514
Misty Wallace,9/20/2020,53,Male,9525,7,North,3,Personal,mpv,B_0515
Michael Scott,8/17/2023,22,Female,4887,8,South,5,Personal,hatchback,B_0516
Sharon Maldonado,4/6/2022,28,Male,5875,1,South,2,Business,sedan,B_0517
William Williams,9/9/2019,22,Male,8716,1,North,4,Family,suv/crossover,B_0518
Elizabeth Pitts,11/14/2020,27,Female,3648,5,South,3,Personal,hatchback,B_0519
Michael King,10/31/2019,44,Female,6667,4,South,4,Family,stationwagon,B_0520
Marie Cross,4/28/2020,41,Male,2513,4,South,3,Business,stationwagon,B_0521
Renee Wilson,6/13/2023,21,Female,6656,10,South,3,Family,sedan,B_0522
Raven Henderson,2/20/2019,52,Female,554,6,North,0,Personal,stationwagon,B_0523
Cheryl Martin,4/27/2025,27,Male,2067,10,South,0,Family,stationwagon,B_0524
Laurie Turner,10/3/2023,29,Male,7217,2,North,4,Family,sedan,B_0525
Michael Phillips,3/9/2021,36,Male,9291,1,South,2,Business,sedan,B_0526
William Lee,4/28/2025,49,Male,6403,1,North,3,Family,sedan,B_0527
Michael Rivera,9/10/2019,23,Female,8161,3,Central,4,Business,stationwagon,B_0528
Stephen Brooks,4/19/2023,51,Female,7786,5,South,4,Business,hatchback,B_0529
Brenda Brown,8/23/2019,43,Male,8040,5,South,2,Service,stationwagon,B_0530
Laura Valenzuela,9/19/2024,33,Male,6321,10,South,2,Business,suv/crossover,B_0531
Bryan Harrison,10/19/2024,62,Male,1779,4,Central,2,Family,sedan,B_0532
Brianna Massey,6/9/2019,25,Female,6423,3,North,2,Personal,stationwagon,B_0533
Alicia Taylor,6/6/2024,48,Male,843,5,North,0,Personal,suv/crossover,B_0534
Deborah Rollins,12/15/2021,25,Male,3853,9,Central,5,Business,hatchback,B_0535
Jason Torres,9/23/2023,51,Female,7818,8,North,1,Personal,mpv,B_0536
Patrick Hart,8/5/2020,55,Male,8255,3,North,2,Business,coupe,B_0537
Richard Savage,1/16/2024,57,Female,4672,6,South,4,Business,stationwagon,B_0538
Sharon Wiley,6/28/2022,51,Female,8857,3,North,2,Service,hatchback,B_0539
Melissa Dickson,5/23/2019,58,Female,5085,2,North,2,Personal,hatchback,B_0540
Jennifer Larsen,9/21/2021,22,Female,736,6,Central,1,Personal,stationwagon,B_0541
Austin Holt,10/16/2019,64,Female,4654,7,North,3,Service,hatchback,B_0542
Teresa Smith,3/2/2023,64,Female,5166,9,South,2,Family,stationwagon,B_0543
Rebecca Oliver,5/30/2021,44,Male,2314,6,Central,2,Family,sedan,B_0544
Megan Campbell,3/3/2019,45,Female,9144,2,Central,3,Business,hatchback,B_0545
Carol Day,1/8/2021,25,Female,4422,5,Central,2,Service,pick-up,B_0546
Nathan Ramirez,9/21/2018,35,Female,6869,1,South,4,Business,mpv,B_0547
Brandon Browning,7/25/2022,43,Female,4060,10,Central,4,Service,sedan,B_0548
Paul Parker,1/25/2024,52,Female,9124,4,Central,1,Family,suv/crossover,B_0549
Tamara Barnes,9/20/2019,26,Male,5542,2,North,1,Service,suv/crossover,B_0550
Kaitlyn Hanson,6/6/2025,29,Male,3686,4,South,5,Family,hatchback,B_0551
Andrew Parsons,6/25/2019,28,Female,6116,10,Central,3,Personal,sedan,B_0552
Norma Cuevas,1/9/2023,27,Male,5355,8,South,3,Personal,hatchback,B_0553
Ryan Alvarez,3/11/2024,32,Male,5962,7,South,2,Service,stationwagon,B_0554
Abigail Taylor,3/9/2022,54,Female,5964,6,North,2,Business,hatchback,B_0555
Yvonne Nelson,8/14/2023,24,Male,2807,4,North,2,Personal,hatchback,B_0556
Christina Stevens,10/13/2023,32,Male,8936,5,North,2,Family,hatchback,B_0557
Angela Martin,10/21/2020,30,Male,4279,7,North,3,Business,coupe,B_0558
Laurie Valdez,3/24/2024,40,Female,2240,3,Central,2,Family,hatchback,B_0559
Timothy Lee,4/11/2021,23,Female,5018,7,Central,5,Business,stationwagon,B_0560
Russell Miller,9/11/2021,22,Female,2597,3,North,2,Business,mpv,B_0561
Thomas Bradshaw,4/27/2025,39,Female,9867,10,Central,4,Personal,hatchback,B_0562
Robert Owens,4/29/2024,65,Female,3371,5,Central,1,Business,mpv,B_0563
Benjamin Brown,11/19/2023,39,Female,3782,5,North,2,Family,hatchback,B_0564
Thomas Woods,6/17/2025,59,Male,3113,1,South,4,Business,coupe,B_0565
Erica Jenkins,9/27/2019,33,Female,2242,8,North,0,Personal,stationwagon,B_0566
Jacob Willis,7/8/2025,33,Female,4404,6,Central,2,Business,hatchback,B_0567
Lisa Wheeler,10/6/2019,28,Female,8293,5,South,4,Service,hatchback,B_0568
Edward Garza,10/5/2022,36,Female,5471,1,North,3,Family,hatchback,B_0569
Amber Zavala,9/17/2022,43,Male,8340,3,Central,3,Service,stationwagon,B_0570
Carl Sellers,9/11/2025,36,Female,6828,5,South,3,Family,sedan,B_0571
Kimberly Brown,10/12/2021,29,Female,4208,4,Central,4,Family,stationwagon,B_0572
Omar Watson,8/7/2021,31,Male,5519,5,North,1,Family,stationwagon,B_0573
Nicole Gardner,12/17/2023,45,Female,5460,4,North,4,Service,mpv,B_0574
Jay Aguilar,7/22/2023,59,Female,5565,1,North,1,Service,sedan,B_0575
Pam Thompson,11/21/2024,55,Female,4698,9,Central,2,Business,hatchback,B_0576
Melissa Hess,12/27/2021,29,Male,2157,9,North,1,Family,hatchback,B_0577
Mary Schwartz,4/5/2019,34,Male,2189,9,Central,2,Family,hatchback,B_0578
William Davenport,9/14/2020,26,Female,4864,4,South,3,Personal,hatchback,B_0579
Cindy Wiggins,9/2/2022,35,Female,8985,6,South,4,Service,hatchback,B_0580
Ariana Keith,1/24/2021,63,Male,9640,6,North,2,Business,sedan,B_0581
David Brown,5/27/2025,48,Female,6320,2,South,3,Service,suv/crossover,B_0582
Ryan Franklin,1/21/2023,63,Male,5898,7,Central,3,Service,hatchback,B_0583
Laura Lopez,2/12/2019,43,Female,8763,2,Central,4,Family,hatchback,B_0584
Lindsey Ray,10/15/2021,57,Female,7031,3,South,2,Personal,mpv,B_0585
Sarah Huff,4/14/2020,57,Female,6219,10,North,3,Personal,stationwagon,B_0586
Tamara Owens,7/10/2020,29,Female,1601,2,North,1,Family,hatchback,B_0587
James Smith,11/11/2024,25,Female,3298,4,Central,4,Personal,stationwagon,B_0588
Ryan Chan,5/29/2022,27,Female,9206,7,South,2,Personal,hatchback,B_0589
Nancy Holt,6/21/2024,25,Female,6978,8,Central,3,Business,hatchback,B_0590
Fernando Larson,9/7/2025,39,Male,1248,4,South,2,Personal,stationwagon,B_0591
Patrick Osborne,5/22/2019,38,Female,588,2,South,0,Personal,stationwagon,B_0592
Bobby Roberts,6/8/2024,44,Female,3961,1,North,4,Family,stationwagon,B_0593
Brianna Gonzales,8/30/2025,44,Male,9208,6,Central,3,Service,sedan,B_0594
Troy Mills,5/2/2022,22,Male,7378,2,North,3,Family,sedan,B_0595
Phyllis Perkins,5/4/2025,37,Female,1695,2,Central,2,Personal,suv/crossover,B_0596
Nicole Mclean,12/2/2018,33,Male,8297,7,Central,4,Business,sedan,B_0597
Michael Flynn,8/5/2020,29,Female,8092,5,South,4,Business,sedan,B_0598
Joseph Brown,10/9/2020,65,Male,1398,7,North,0,Personal,stationwagon,B_0599
James Wilson,1/29/2022,47,Male,6346,10,South,2,Business,mpv,B_0600
Shelby Clements,5/24/2025,26,Female,7499,10,South,2,Business,sedan,B_0601
Justin Carson,8/14/2019,41,Female,7340,1,South,2,Family,stationwagon,B_0602
Julie Williams,9/9/2024,40,Male,8040,7,North,3,Business,sedan,B_0603
Thomas Dawson,11/24/2019,57,Female,502,2,North,0,Personal,sedan,B_0604
Joshua Booker,9/27/2018,53,Female,9759,8,North,3,Personal,hatchback,B_0605
Michael Skinner,12/28/2018,43,Female,834,1,Central,1,Family,cabriolet,B_0606
Connie Potter,10/10/2019,61,Male,3763,4,South,5,Business,hatchback,B_0607
Gary Orr,1/9/2025,30,Female,5101,5,North,3,Business,stationwagon,B_0608
Natalie Flores,5/22/2019,25,Female,9357,2,South,2,Family,mpv,B_0609
Jodi Myers,12/11/2020,48,Female,7901,5,North,4,Family,cabriolet,B_0610
Andrew Ramsey,1/5/2021,21,Male,2028,2,Central,2,Business,hatchback,B_0611
